time,sensor_good,humidity,temperature,spraying
1648005445.5425594,True,75.0,28.0,False
1648005450.5425642,True,75.0,28.0,False
1648005455.5425675,False,0.0,0.0,False
1648005460.542572,False,0.0,0.0,False
1648005465.542576,False,0.0,0.0,False
1648005470.542581,True,75.0,28.0,False
1648005475.5425847,True,75.0,28.0,False
1648005480.5425885,True,75.0,28.0,False
1648005485.542592,True,75.0,28.0,False
1648005490.5425966,False,0.0,0.0,False
1648005495.5426006,True,75.0,28.0,False
1648005500.5426052,True,75.0,28.0,False
1648005505.542609,True,75.0,28.0,False
1648005510.5426133,True,75.0,28.0,False
1648005515.5426176,True,75.0,28.0,False
1648005520.5426214,False,0.0,0.0,False
1648005525.5426254,True,75.0,28.0,False
1648005530.542629,False,0.0,0.0,False
1648005535.5426333,True,75.0,28.0,False
1648005540.542638,False,0.0,0.0,False
1648005545.5426419,True,75.0,28.0,False
1648005550.5426476,True,75.0,28.0,False
1648005555.5426514,True,75.0,28.0,False
1648005560.5426557,True,75.0,28.0,False
1648005565.542661,True,75.0,28.0,False
1648005570.5426655,True,75.0,28.0,False
1648005575.5426712,True,75.0,28.0,False
1648005580.5426745,True,75.0,28.0,False
1648005585.5426784,True,75.0,28.0,False
1648005590.5426834,False,0.0,0.0,False
1648005595.5426872,False,0.0,0.0,False
1648005600.5426936,True,75.0,28.0,False
1648005605.5426972,True,75.0,28.0,False
1648005610.5427,True,75.0,28.0,False
1648005615.5427046,False,0.0,0.0,False
1648005620.5427086,False,0.0,0.0,False
1648005625.5427122,True,75.0,28.0,False
1648005630.5427172,True,75.0,28.0,False
1648005635.542721,True,75.0,28.0,False
1648005640.5427256,True,75.0,28.0,False
1648005645.54273,False,0.0,0.0,False
1648005650.5427346,True,75.0,28.0,False
1648005655.5427382,False,0.0,0.0,False
1648005660.5427423,True,75.0,28.0,False
1648005665.5427477,True,75.0,28.0,False
1648005670.542752,True,75.0,28.0,False
1648005675.5427556,True,75.0,28.0,False
1648005680.5427597,True,75.0,28.0,False
1648005685.5427635,False,0.0,0.0,False
1648005690.5427678,True,75.0,28.0,False
1648005695.5427725,True,75.0,28.0,False
1648005700.5427773,False,0.0,0.0,False
1648005705.5427814,True,76.0,28.0,False
1648005710.5427861,False,0.0,0.0,False
1648005715.5427897,True,75.0,28.0,False
1648005720.5427938,True,75.0,28.0,False
1648005725.5427973,True,75.0,28.0,False
1648005730.5428011,True,75.0,28.0,False
1648005735.5428052,True,75.0,28.0,False
1648005740.54281,True,75.0,28.0,False
1648005745.542815,True,75.0,28.0,False
1648005750.5428193,True,75.0,28.0,False
1648005755.5428233,True,75.0,28.0,False
1648005760.5428278,True,75.0,28.0,False
1648005765.5428321,True,75.0,28.0,False
1648005770.5428357,True,75.0,28.0,False
1648005775.54284,True,75.0,28.0,False
1648005780.542844,True,75.0,28.0,False
1648005785.542849,True,75.0,28.0,False
1648005790.5428534,True,75.0,28.0,False
1648005795.5428586,False,0.0,0.0,False
1648005800.542863,True,75.0,28.0,False
1648005805.5428677,False,0.0,0.0,False
1648005810.5429652,True,75.0,28.0,False
1648005815.5429685,False,0.0,0.0,False
1648005820.5429733,True,75.0,28.0,False
1648005825.5429776,True,75.0,28.0,False
1648005830.542982,True,75.0,28.0,False
1648005835.5429852,True,75.0,28.0,False
1648005840.5429907,True,75.0,28.0,False
1648005845.5429943,True,75.0,28.0,False
1648005850.542999,True,75.0,28.0,False
1648005855.543003,True,75.0,28.0,False
1648005860.5430083,True,75.0,28.0,False
1648005865.5430121,True,75.0,28.0,False
1648005870.5430164,True,75.0,28.0,False
1648005875.543022,True,75.0,28.0,False
1648005880.5430255,True,75.0,28.0,False
1648005885.543029,False,0.0,0.0,False
1648005890.5430331,True,75.0,28.0,False
1648005895.543037,True,75.0,28.0,False
1648005900.5430403,False,0.0,0.0,False
1648005905.543044,False,0.0,0.0,False
1648005910.5430484,True,75.0,28.0,False
1648005915.5430522,False,0.0,0.0,False
1648005920.543057,True,75.0,28.0,False
1648005925.5430615,True,75.0,28.0,False
1648005930.5430655,False,0.0,0.0,False
1648005935.5430703,True,75.0,28.0,False
1648005940.5430744,True,75.0,28.0,False
1648005945.5430794,False,0.0,0.0,False
1648005950.5430834,True,75.0,28.0,False
1648005955.543089,True,75.0,28.0,False
1648005960.5430937,True,75.0,28.0,False
1648005965.5430984,True,75.0,28.0,False
1648005970.5431018,True,75.0,28.0,False
1648005975.5431054,True,75.0,28.0,False
1648005980.5431101,False,0.0,0.0,False
1648005985.5431142,True,75.0,28.0,False
1648005990.5431182,True,75.0,28.0,False
1648005995.5431223,True,75.0,28.0,False
1648006000.5431263,True,75.0,28.0,False
1648006005.5431309,True,75.0,28.0,False
1648006010.5431356,True,75.0,28.0,False
1648006015.5431406,True,75.0,28.0,False
1648006020.543145,True,75.0,28.0,False
1648006025.5431485,True,75.0,28.0,False
1648006030.5431526,True,75.0,28.0,False
1648006035.543157,False,0.0,0.0,False
1648006040.5431614,True,75.0,28.0,False
1648006045.5431654,True,75.0,28.0,False
1648006050.5431695,True,75.0,28.0,False
1648006055.543173,True,75.0,28.0,False
1648006060.5431771,False,0.0,0.0,False
1648006065.5431836,True,75.0,28.0,False
1648006070.5431876,True,75.0,28.0,False
1648006075.5431926,False,0.0,0.0,False
1648006080.5431962,True,75.0,28.0,False
1648006085.5432005,True,75.0,28.0,False
1648006090.5432072,True,75.0,28.0,False
1648006095.5432117,True,75.0,28.0,False
1648006100.543216,True,75.0,28.0,False
1648006105.5432205,True,75.0,28.0,False
1648006110.5432243,True,75.0,28.0,False
1648006115.543228,True,75.0,28.0,False
1648006120.5432317,True,75.0,28.0,False
1648006125.5432365,True,75.0,28.0,False
1648006130.5432413,True,75.0,28.0,False
1648006135.5432456,True,75.0,28.0,False
1648006140.54325,False,0.0,0.0,False
1648006145.5432544,True,75.0,28.0,False
1648006150.543259,True,75.0,28.0,False
1648006155.5432627,True,75.0,28.0,False
1648006160.543267,True,75.0,28.0,False
1648006165.543272,True,75.0,28.0,False
1648006170.5432758,True,75.0,28.0,False
1648006175.5432794,True,75.0,28.0,False
1648006180.5432835,True,75.0,28.0,False
1648006185.5432882,True,75.0,28.0,False
1648006190.5432925,True,75.0,28.0,False
1648006195.5432973,True,75.0,28.0,False
1648006200.5433013,True,75.0,28.0,False
1648006205.5433054,True,75.0,28.0,False
1648006210.5433102,True,75.0,28.0,False
1648006215.5433145,True,75.0,28.0,False
1648006220.5433192,True,75.0,28.0,False
1648006225.5433226,True,75.0,28.0,False
1648006230.5433273,True,75.0,28.0,False
1648006235.543332,True,75.0,28.0,False
1648006240.5433362,True,75.0,28.0,False
1648006245.5433407,True,75.0,28.0,False
1648006250.5433452,True,75.0,28.0,False
1648006255.5433502,True,75.0,28.0,False
1648006260.5433545,False,0.0,0.0,False
1648006265.5433588,True,75.0,28.0,False
1648006270.543364,True,75.0,28.0,False
1648006275.5433674,True,75.0,28.0,False
1648006280.543372,True,75.0,28.0,False
1648006285.5433757,True,75.0,28.0,False
1648006290.5433798,True,75.0,28.0,False
1648006295.5433838,True,75.0,28.0,False
1648006300.5433877,True,75.0,28.0,False
1648006305.5433912,True,75.0,28.0,False
1648006310.5433953,False,0.0,0.0,False
1648006315.5434015,False,0.0,0.0,False
1648006320.543405,True,75.0,28.0,False
1648006325.543409,True,75.0,28.0,False
1648006330.5434127,True,75.0,28.0,False
1648006335.543416,True,75.0,28.0,False
1648006340.5434206,True,75.0,28.0,False
1648006345.5434256,True,75.0,28.0,False
1648006350.5434291,True,75.0,28.0,False
1648006355.543433,True,75.0,28.0,False
1648006360.5434377,False,0.0,0.0,False
1648006365.5434425,True,75.0,28.0,False
1648006370.543447,True,75.0,28.0,False
1648006375.5434518,True,75.0,28.0,False
1648006380.543456,True,75.0,28.0,False
1648006385.543461,False,0.0,0.0,False
1648006390.543466,True,75.0,28.0,False
1648006395.5434701,True,75.0,28.0,False
1648006400.5434744,True,75.0,28.0,False
1648006405.5434787,True,75.0,28.0,False
1648006410.5434835,True,75.0,28.0,False
1648006415.543487,False,0.0,0.0,False
1648006420.5434904,True,75.0,28.0,False
1648006425.5434947,True,75.0,28.0,False
1648006430.5434983,True,75.0,28.0,False
1648006435.5435028,True,75.0,28.0,False
1648006440.543507,False,0.0,0.0,False
1648006445.5435116,True,75.0,28.0,False
1648006450.5435152,False,0.0,0.0,False
1648006455.5435185,False,0.0,0.0,False
1648006460.5435228,True,75.0,28.0,False
1648006465.543527,True,75.0,28.0,False
1648006470.543531,True,75.0,28.0,False
1648006475.5435343,False,0.0,0.0,False
1648006480.5435393,True,73.0,28.0,True
1648006485.5435436,True,75.0,28.0,False
1648006490.5435476,True,75.0,28.0,False
1648006495.5435512,True,75.0,28.0,False
1648006500.5435557,True,75.0,28.0,False
1648006505.54356,False,0.0,0.0,False
1648006510.5435643,True,75.0,28.0,False
1648006515.543569,False,0.0,0.0,False
1648006520.543573,True,75.0,28.0,False
1648006525.5435774,True,75.0,28.0,False
1648006530.543581,True,75.0,28.0,False
1648006535.5435855,True,75.0,28.0,False
1648006540.5435896,False,0.0,0.0,False
1648006545.5435941,False,0.0,0.0,False
1648006550.5435984,True,75.0,28.0,False
1648006555.543602,True,75.0,28.0,False
1648006560.5436063,True,75.0,28.0,False
1648006565.5436108,False,0.0,0.0,False
1648006570.5436144,True,75.0,28.0,False
1648006575.5436182,True,75.0,28.0,False
1648006580.5436227,True,75.0,28.0,False
1648006585.5436268,True,75.0,28.0,False
1648006590.5436306,True,75.0,28.0,False
1648006595.5436342,True,75.0,28.0,False
1648006600.543638,True,75.0,28.0,False
1648006605.543642,False,0.0,0.0,False
1648006610.5436466,True,75.0,28.0,False
1648006615.5436513,True,75.0,28.0,False
1648006620.5436583,False,0.0,0.0,False
1648006625.5436642,True,75.0,28.0,False
1648006630.5436685,True,75.0,28.0,False
1648006635.5436733,False,0.0,0.0,False
1648006640.5436766,True,75.0,28.0,False
1648006645.5436814,False,0.0,0.0,False
1648006650.5436854,True,75.0,28.0,False
1648006655.54369,False,0.0,0.0,False
1648006660.5436938,True,75.0,28.0,False
1648006665.543698,False,0.0,0.0,False
1648006670.5437024,True,75.0,28.0,False
1648006675.5437067,True,75.0,28.0,False
1648006680.5437102,True,75.0,28.0,False
1648006685.543714,True,76.0,28.0,False
1648006690.5437183,True,75.0,28.0,False
1648006695.5437229,False,0.0,0.0,False
1648006700.5437267,True,76.0,28.0,False
1648006705.5437315,True,75.0,28.0,False
1648006710.5437365,False,0.0,0.0,False
1648006715.5437403,False,0.0,0.0,False
1648006720.5437467,False,0.0,0.0,False
1648006725.543751,True,76.0,28.0,False
1648006730.5437555,True,76.0,28.0,False
1648006735.54376,True,76.0,28.0,False
1648006740.5437655,True,76.0,28.0,False
1648006745.54377,True,76.0,28.0,False
1648006750.5437753,True,75.0,28.0,False
1648006755.543779,False,0.0,0.0,False
1648006760.5437832,False,0.0,0.0,False
1648006765.543788,True,76.0,28.0,False
1648006770.5437913,True,75.0,28.0,False
1648006775.5437958,True,75.0,28.0,False
1648006780.5438004,True,75.0,28.0,False
1648006785.5438046,True,75.0,28.0,False
1648006790.5438085,False,0.0,0.0,False
1648006795.5438135,True,75.0,28.0,False
1648006800.543817,True,75.0,28.0,False
1648006805.5438206,True,76.0,28.0,False
1648006810.5438244,False,0.0,0.0,False
1648006815.5438287,True,76.0,28.0,False
1648006820.5438328,True,76.0,28.0,False
1648006825.543837,False,0.0,0.0,False
1648006830.5438416,True,76.0,28.0,False
1648006835.5438457,False,0.0,0.0,False
1648006840.5438497,True,76.0,28.0,False
1648006845.543854,True,76.0,28.0,False
1648006850.5438583,True,76.0,28.0,False
1648006855.543862,True,76.0,28.0,False
1648006860.5438657,False,0.0,0.0,False
1648006865.5438693,True,76.0,28.0,False
1648006870.5438733,True,76.0,28.0,False
1648006875.543878,True,76.0,28.0,False
1648006880.5438821,True,76.0,28.0,False
1648006885.5438857,True,76.0,28.0,False
1648006890.5438907,True,76.0,28.0,False
1648006895.545733,True,76.0,28.0,False
1648006900.5457377,True,76.0,28.0,False
1648006905.5457416,True,76.0,28.0,False
1648006910.5457456,True,76.0,28.0,False
1648006915.5457497,True,75.0,28.0,False
1648006920.5457544,True,75.0,28.0,False
1648006925.545759,True,76.0,28.0,False
1648006930.5457633,True,76.0,28.0,False
1648006935.545767,True,75.0,28.0,False
1648006940.5457704,True,75.0,28.0,False
1648006945.545774,True,75.0,28.0,False
1648006950.545779,True,76.0,28.0,False
1648006955.5457835,True,75.0,28.0,False
1648006960.5457878,True,75.0,28.0,False
1648006965.5457914,True,75.0,28.0,False
1648006970.5457957,True,75.0,28.0,False
1648006975.5458002,True,75.0,28.0,False
1648006980.5458045,True,75.0,28.0,False
1648006985.5458083,True,75.0,28.0,False
1648006990.5458124,True,75.0,28.0,False
1648006995.5458171,True,75.0,28.0,False
1648007000.5458212,True,75.0,28.0,False
1648007005.5458257,True,75.0,28.0,False
1648007010.5458305,True,75.0,28.0,False
1648007015.5458343,True,75.0,28.0,False
1648007020.5458388,True,75.0,28.0,False
1648007025.5458424,True,75.0,28.0,False
1648007030.5458462,True,75.0,28.0,False
1648007035.5458505,True,75.0,28.0,False
1648007040.545854,True,75.0,28.0,False
1648007045.545858,True,75.0,28.0,False
1648007050.5458624,True,75.0,28.0,False
1648007055.545866,True,75.0,28.0,False
1648007060.54587,True,75.0,28.0,False
1648007065.5458736,True,75.0,28.0,False
1648007070.5458775,True,75.0,28.0,False
1648007075.5458815,True,75.0,28.0,False
1648007080.5458858,True,75.0,28.0,False
1648007085.5458903,True,75.0,28.0,False
1648007090.545894,True,75.0,28.0,False
1648007095.5458984,True,75.0,28.0,False
1648007100.5459023,True,75.0,28.0,False
1648007105.545907,True,75.0,28.0,False
1648007110.545912,True,76.0,29.0,False
1648007115.5459166,True,75.0,28.0,False
1648007120.5459206,True,75.0,28.0,False
1648007125.5459256,True,75.0,28.0,False
1648007130.545929,False,0.0,0.0,False
1648007135.545933,True,75.0,28.0,False
1648007140.5459366,True,75.0,28.0,False
1648007145.5459425,True,75.0,28.0,False
1648007150.5459468,True,75.0,28.0,False
1648007155.5459511,True,75.0,28.0,False
1648007160.545956,True,75.0,28.0,False
1648007165.5459592,True,75.0,28.0,False
1648007170.545964,True,75.0,28.0,False
1648007175.5459678,True,75.0,28.0,False
1648007180.5459714,True,75.0,28.0,False
1648007185.5459747,True,75.0,28.0,False
1648007190.5459795,True,75.0,28.0,False
1648007195.5459855,True,75.0,28.0,False
1648007200.5459905,True,75.0,28.0,False
1648007205.5459952,True,75.0,28.0,False
1648007210.5459993,True,75.0,28.0,False
1648007215.5460033,True,75.0,28.0,False
1648007220.5460088,True,75.0,28.0,False
1648007225.5460145,True,75.0,28.0,False
1648007230.5460186,True,75.0,28.0,False
1648007235.5460234,True,75.0,28.0,False
1648007240.546027,True,75.0,28.0,False
1648007245.5460322,True,75.0,28.0,False
1648007250.5460362,True,75.0,28.0,False
1648007255.5460405,True,75.0,28.0,False
1648007260.5460443,True,75.0,28.0,False
1648007265.546049,True,76.0,28.0,False
1648007270.5460544,True,76.0,28.0,False
1648007275.5460584,True,76.0,28.0,False
1648007280.5460637,True,76.0,28.0,False
1648007285.5460682,True,75.0,28.0,False
1648007290.5460727,True,76.0,28.0,False
1648007295.5460775,True,76.0,28.0,False
1648007300.5460813,True,76.0,28.0,False
1648007305.5460854,True,76.0,28.0,False
1648007310.5460906,True,76.0,28.0,False
1648007315.5460944,True,76.0,28.0,False
1648007320.5461,True,76.0,28.0,False
1648007325.5461047,True,76.0,28.0,False
1648007330.5461094,True,76.0,28.0,False
1648007335.5461142,True,75.0,28.0,False
1648007340.5461187,True,76.0,28.0,False
1648007345.5461235,True,76.0,28.0,False
1648007350.5461276,True,76.0,28.0,False
1648007355.5461326,True,76.0,28.0,False
1648007360.5461369,True,76.0,28.0,False
1648007365.5461414,True,76.0,28.0,False
1648007370.5461464,True,76.0,28.0,False
1648007375.5461502,False,0.0,0.0,False
1648007380.5461545,True,76.0,28.0,False
1648007385.5461588,True,76.0,28.0,False
1648007390.5461636,True,76.0,28.0,False
1648007395.5461688,True,76.0,28.0,False
1648007400.546173,True,76.0,28.0,False
1648007405.5461774,True,76.0,28.0,False
1648007410.546182,True,76.0,28.0,False
1648007415.5461862,True,76.0,28.0,False
1648007420.5461915,True,76.0,28.0,False
1648007425.546196,True,76.0,28.0,False
1648007430.5462005,True,76.0,28.0,False
1648007435.546205,True,76.0,28.0,False
1648007440.5462089,True,76.0,28.0,False
1648007445.5462127,True,76.0,28.0,False
1648007450.5462174,True,76.0,28.0,False
1648007455.546223,True,76.0,28.0,False
1648007460.546228,True,76.0,28.0,False
1648007465.5462315,True,76.0,28.0,False
1648007470.54624,True,76.0,28.0,False
1648007475.5462444,True,76.0,28.0,False
1648007480.5462484,True,76.0,28.0,False
1648007485.5462525,True,76.0,28.0,False
1648007490.5462577,True,76.0,28.0,False
1648007495.5462627,False,0.0,0.0,False
1648007500.5462677,False,0.0,0.0,False
1648007505.5462718,False,0.0,0.0,False
1648007510.546276,True,76.0,28.0,False
1648007515.54628,False,0.0,0.0,False
1648007520.546285,True,76.0,28.0,False
1648007525.5462897,True,76.0,28.0,False
1648007530.5462937,True,76.0,28.0,False
1648007535.5462987,True,76.0,28.0,False
1648007540.5463033,True,76.0,28.0,False
1648007545.5463066,False,0.0,0.0,False
1648007550.5463107,True,76.0,28.0,False
1648007555.5463154,True,76.0,28.0,False
1648007560.5463204,True,76.0,28.0,False
1648007565.5463254,True,76.0,28.0,False
1648007570.546332,True,76.0,28.0,False
1648007575.5463367,True,76.0,28.0,False
1648007580.5463405,True,76.0,28.0,False
1648007585.5463452,True,76.0,28.0,False
1648007590.5463498,True,76.0,28.0,False
1648007595.546356,True,75.0,28.0,False
1648007600.5463603,True,75.0,28.0,False
1648007605.5463648,True,75.0,28.0,False
1648007610.5463686,False,0.0,0.0,False
1648007615.5463727,True,75.0,28.0,False
1648007620.5463789,True,75.0,28.0,False
1648007625.546385,True,75.0,28.0,False
1648007630.5463893,True,75.0,28.0,False
1648007635.5463946,True,75.0,28.0,False
1648007640.5463996,True,75.0,28.0,False
1648007645.546404,True,75.0,28.0,False
1648007650.546409,True,75.0,28.0,False
1648007655.5464134,True,75.0,28.0,False
1648007660.5464182,True,75.0,28.0,False
1648007665.546425,True,75.0,28.0,False
1648007670.5464299,True,74.0,28.0,False
1648007675.5464358,True,74.0,28.0,False
1648007680.546441,True,74.0,28.0,False
1648007685.5464451,True,74.0,28.0,False
1648007690.54645,True,74.0,28.0,False
1648007695.5464544,True,75.0,28.0,False
1648007700.5464587,True,76.0,29.0,False
1648007705.5464628,False,0.0,0.0,False
1648007710.5464664,True,75.0,28.0,False
1648007715.5464706,True,75.0,28.0,False
1648007720.5464752,True,75.0,28.0,False
1648007725.5464797,True,76.0,29.0,False
1648007730.5464847,True,76.0,29.0,False
1648007735.5464902,True,75.0,28.0,False
1648007740.5464942,True,75.0,28.0,False
1648007745.5464988,True,75.0,28.0,False
1648007750.5465028,True,75.0,28.0,False
1648007755.5465076,True,75.0,28.0,False
1648007760.5465124,True,75.0,28.0,False
1648007765.5465167,True,75.0,28.0,False
1648007770.5465248,True,75.0,28.0,False
1648007775.5465293,True,75.0,28.0,False
1648007780.5465338,True,75.0,28.0,False
1648007785.5465386,True,75.0,28.0,False
1648007790.5465426,True,75.0,28.0,False
1648007795.5465474,True,74.0,28.0,False
1648007800.546551,True,74.0,28.0,False
1648007805.5465546,True,74.0,28.0,False
1648007810.5465584,True,74.0,28.0,False
1648007815.5465622,True,74.0,28.0,False
1648007820.5465672,True,74.0,28.0,False
1648007825.5465727,True,74.0,28.0,False
1648007830.5465767,True,74.0,28.0,False
1648007835.5465806,True,74.0,28.0,False
1648007840.5465848,True,74.0,28.0,False
1648007845.5465918,True,74.0,28.0,False
1648007850.546596,True,74.0,28.0,False
1648007855.5466008,True,74.0,28.0,False
1648007860.5466049,True,74.0,28.0,False
1648007865.5466092,True,74.0,28.0,False
1648007870.5466146,True,74.0,28.0,False
1648007875.5466192,True,74.0,28.0,False
1648007880.5466235,True,74.0,28.0,False
1648007885.5466287,True,74.0,28.0,False
1648007890.5466325,True,74.0,28.0,False
1648007895.546638,True,74.0,28.0,False
1648007900.5466428,True,74.0,28.0,False
1648007905.5466473,True,74.0,28.0,False
1648007910.5466518,True,74.0,28.0,False
1648007915.5466568,True,74.0,28.0,False
1648007920.5466616,True,74.0,28.0,False
1648007925.5466661,False,0.0,0.0,False
1648007930.5466702,True,74.0,28.0,False
1648007935.5466747,True,74.0,28.0,False
1648007940.5466793,True,74.0,28.0,False
1648007945.5466847,True,74.0,28.0,False
1648007950.5466888,True,75.0,29.0,False
1648007955.5466933,True,74.0,28.0,False
1648007960.5466971,True,74.0,28.0,False
1648007965.5467007,True,74.0,28.0,False
1648007970.5467088,True,74.0,28.0,False
1648007975.5467126,True,74.0,28.0,False
1648007980.5467172,True,75.0,28.0,False
1648007985.5467243,True,75.0,29.0,False
1648007990.5467293,True,74.0,28.0,False
1648007995.546734,True,74.0,28.0,False
1648008000.5467381,True,75.0,29.0,False
1648008005.546742,True,74.0,28.0,False
1648008010.546746,True,74.0,28.0,False
1648008015.5467505,True,74.0,28.0,False
1648008020.5467565,True,75.0,29.0,False
1648008025.5467618,True,74.0,28.0,False
1648008030.5467656,True,74.0,28.0,False
1648008035.5467694,True,74.0,28.0,False
1648008040.5467737,True,74.0,28.0,False
1648008045.5467799,True,74.0,28.0,False
1648008050.5467842,False,0.0,0.0,False
1648008055.5467892,True,74.0,28.0,False
1648008060.5467973,False,0.0,0.0,False
1648008065.5468013,True,74.0,28.0,False
1648008070.5468066,True,74.0,28.0,False
1648008075.5468109,True,74.0,28.0,False
1648008080.546815,True,74.0,28.0,False
1648008085.546821,True,74.0,28.0,False
1648008090.5468261,True,74.0,28.0,False
1648008095.5468302,True,74.0,28.0,False
1648008100.5468352,True,74.0,28.0,False
1648008105.54684,True,74.0,28.0,False
1648008110.5468473,True,74.0,28.0,False
1648008115.5468514,True,74.0,28.0,False
1648008120.546856,True,74.0,28.0,False
1648008125.5468607,True,74.0,28.0,False
1648008130.5468674,True,74.0,28.0,False
1648008135.5468726,True,74.0,28.0,False
1648008140.5468776,True,74.0,28.0,False
1648008145.5468824,True,74.0,28.0,False
1648008150.5468874,True,74.0,28.0,False
1648008155.5468915,True,74.0,28.0,False
1648008160.546898,True,74.0,28.0,False
